extract_record_id,source_id,source_row_number,source_line_number,source_row_sha256,category_raw,direct_cell_raw,flow_cell_raw,indirect_cell_raw,company_resolution_status,usecase_resolution_status
XU00011,SRC001,11,13,6bd088bf8809df34af2ddf58545bf34617d85483890f7a9968375c8fb11f5d94,Computer Vision,"Computer Vision (Deep Learning, 이상 탐지)  <br>  <br>딥러닝 기반 Computer Vision (이상 탐지 시스템 개발·배포)  <br>  <br>Anomaly Detection (CV, Deep Learning, 모델 배포)",이미지/시각 데이터 → Deep Learning 기반 CV Model → 이상 탐지 → Model Optimization → Deployment,Image Preprocessing (CV 입력 데이터 준비에 필요)  <br>Image Dataset Management (학습·검증용 이미지 관리 필요)  <br>CV Evaluation Metrics (이상 탐지 정확도 평가 필요),unresolved,unresolved
XU00012,SRC001,12,14,9fcc8c226e87fa6cb2348741b5031cdf71f7c48e14f76fa0b39dc88177363271,Anomaly Detection,"이상 탐지 (Computer Vision, Deep Learning, 개발부터 배포)  <br>  <br>이상 탐지 시스템 (Spark, Databricks, MLflow, 모델 최적화·배포)",데이터 처리 → CV/DL Model → 이상 여부 분석 → 모델 최적화 → 실제 시스템 배포,Anomaly Score (이상 정도를 수치화하는 구조와 밀접)  <br>Thresholding (정상/이상 판정 기준 필요)  <br>False Positive/Negative Evaluation (이상 탐지 시스템 품질 판단에 필요),unresolved,unresolved
XU00013,SRC001,13,15,65583d1704c11b52c3fdb1de9188d487bb8fb73edc29fed2a83b3751e4437a4c,Data Engineering,"Apache Spark (데이터 로딩, 변환, 필터링, 집계, SQL, 분산처리, 메모리, 클러스터)  <br>  <br>Databricks (Spark, 데이터 처리, AI 모델 개발)  <br>  <br>SQL (Spark 데이터 처리)  <br>  <br>Data Loading (Spark)  <br>Transformation (Spark)  <br>Filtering (Spark)  <br>Aggregation (Spark)  <br>  <br>Snowflake (Data Platform, Multi-Cloud 환경, 데이터 분석 기반)  <br>  <br>Microsoft Fabric (Data Platform, 데이터 분석·BI 연계; 메인페이지에서는 Databricks·Snowflake와 함께 Multi-Cloud 환경 제공 구성으로 제시)  <br>  <br>데이터 수집·분석 (비즈니스 맞춤형 Data Platform의 직접 처리 범위)  <br>  <br>AI를 위한 데이터 환경 통합 설계 (Data Platform → Generative AI/Analytics 연계)  <br>  <br>Azure Data Factory / ADF (ERP·MES·CRM·POS·HR·Legacy DB 등 다중 원천 수집, 데이터 이동 자동화, 정기 ETL/ELT; OCI·태림포장 수동 수집 자동화 사례)  <br>  <br>SSIS (Microsoft On-Premise ETL 계층, 게임·호텔 분석 데이터 준비)  <br>  <br>Azure Data Lake Gen2 (분산된 ERP·CRM·MES·HR·매출·생산 데이터 중앙집중 저장)  <br>  <br>Synapse Analytics (Data Mart, 전사 통합 분석, 다차원 분석, 대규모 데이터 처리, BI용 데이터 제공)  <br>  <br>Azure SQL DB / Cosmos DB (AI·BI 서비스용 정형/비정형 Data Backend)",기존 원본 흐름: 데이터 Source → Loading → Transformation → Filtering → Aggregation → SQL 처리 → AI Model/Analytics에 전달  <br>  <br>통합 확장 흐름: 데이터 Source → 수집/Loading → Transformation → Filtering → Aggregation → SQL/Spark 처리 → Databricks·Snowflake·Microsoft Fabric 등 Data Platform → 실시간 분석·Power BI/Generative BI·AI Model/Generative AI에 전달  <br>  <br>ERP/MES/CRM/POS/SAP/HR/Excel/Legacy DB → ADF 또는 SSIS로 Extract/수집·이동 → Transform/ETL·ELT → Data Lake Gen2/Azure SQL/Cosmos DB 저장·통합 → Synapse/Data Mart/SSAS/Analysis Service 분석 구조 → Power BI/Brain Portal/Azure ML/Azure OpenAI에 공급,ETL/ELT (자료의 Loading·Transformation·Processing 흐름을 포괄하는 데이터 처리 구조)  <br>Data Schema (SQL·Spark 데이터 처리에 필수적인 구조 개념)  <br>Data Quality Validation (모델 및 분석 전 데이터 정상성 검증과 밀접)  <br>Lakehouse/Data Warehouse Architecture (Databricks·Snowflake·Fabric 기반 Data Platform 구성과 밀접하지만 구체 Architecture는 자료에 없음)  <br>Data Orchestration (수집부터 분석까지의 반복 데이터 흐름을 관리하는 계층과 밀접하나 구체 도구는 자료에 없음)  <br>  <br>CDC/Incremental Load (정기 ETL/ELT·데이터 이동 자동화와 밀접하지만 자료에 직접 명시되지 않음)  <br>Data Reconciliation (수작업 수집 제거와 데이터 정합성 확보 효과를 지속 검증하는 방식과 밀접),unresolved,unresolved
XU00014,SRC001,14,16,9fcd2307a200da6a6bac26a05e26e11cf1a867faea02878c87438b6517d932b6,Data Integration / ETL,"Azure Data Factory / ADF (Cloud 데이터 Integration, 다중 시스템 데이터 수집·이동 자동화, 정기 ETL/ELT; OCI·태림포장 사례)  <br>  <br>SSIS (Microsoft On-Premise ETL, 게임·호텔 분석 데이터 준비)  <br>  <br>ETL/ELT (Extract·Transform·Load, 분석 데이터 공급)  <br>  <br>원천 시스템: ERP·MES·CRM·POS·SAP·HR·Excel·Legacy DB  <br>  <br>SSIS 확인 효과 (반복 데이터처리 자동화, 분석용 데이터 공급)","원천 시스템 → Extract/수집 → ADF 또는 SSIS → Transform/정제·통합 → Load → Data Lake Gen2/Azure SQL/Cosmos DB → Synapse/SSAS/Analysis Service/Data Mart → BI/AI  <br>  <br>자료상 사례 패턴: 기존 Microsoft On-Premise SSIS 계열에서 Cloud ADF 계열로 확장되는 경향이 관찰되나, 개별 고객의 직접 마이그레이션 사실로 단정하지 않음",Pipeline Scheduling (정기 ETL/ELT 실행과 밀접)  <br>Incremental Load/CDC (반복 데이터 이동 효율화와 밀접하나 자료에 직접 명시되지 않음)  <br>Data Mapping (이기종 Source 간 필드·Schema 대응에 필요),unresolved,unresolved
XU00015,SRC001,15,17,c3c78d7d3c440fe505950d0f39fdae8fd93de02b19ac935203937f5954cfdd28,Data Storage / Database,"Azure Data Lake Gen2 (ERP·CRM·MES·HR·매출·생산 등 이기종 데이터 중앙집중 저장)  <br>  <br>Azure SQL DB (정형 데이터 저장·Query, AI/BI 서비스 Data Backend)  <br>  <br>Cosmos DB (정형/비정형 데이터 저장·조회, AI/BI Data Backend)  <br>  <br>Data Lake / Data Warehouse (Azure Data Platform의 저장·통합 계층)  <br>  <br>DB 계층 실제 업무 (AI 데이터 분석, 수익성·경영·게임 데이터)  <br>  <br>DB 계층 역할 (AI/BI 서비스의 데이터 Backend 역할)",ADF/SSIS로 수집된 데이터 → Data Lake Gen2/Azure SQL/Cosmos DB에 저장·통합 → 필요 데이터 Query/제공 → Synapse/SSAS/Analysis Service/Data Mart 분석 → Power BI/Azure ML/Azure OpenAI·BXG/Brain Portal 사용,Storage Tiering/Partitioning (대규모 Data Lake/DB 운영과 밀접하나 자료에 구체 방식은 없음)  <br>Backup/DR (기업 데이터 저장계층의 운영 안정성과 밀접하나 자료에 직접 명시되지 않음),unresolved,unresolved
XU00016,SRC001,16,18,e9676d187f031a00bf053e17a3617f48b6c19ed79dbe63184de9fe9c9abee57e,Data Platform / Analytics Infrastructure,"Data Platform (데이터 수집부터 분석·시각화까지 비즈니스 맞춤형 Platform 구현)  <br>  <br>Databricks (Multi-Cloud Data Platform, 구축 경험)  <br>  <br>Snowflake (Multi-Cloud Data Platform, 구축 경험)  <br>  <br>Microsoft Fabric (Data Platform 구성 요소; Databricks·Snowflake와 함께 Multi-Cloud 환경 제공 맥락에서 제시)  <br>  <br>Multi-Cloud Infrastructure (지속 가능한 AX 전환 지원)  <br>  <br>실시간 분석 (End-to-End Roadmap의 분석 기능)  <br>  <br>AI를 위한 데이터 환경 통합 설계  <br>  <br>전사적 데이터 활용 체계 구축  <br>  <br>Azure Data Platform (ERP·MES·CRM·POS·HR·Legacy DB 데이터를 수집·통합·저장해 BI/AI 분석기반 구축)  <br>  <br>Azure Data Factory → Azure Data Lake Gen2 → Synapse Analytics/Azure SQL/Analysis Service → Power BI/Brain Portal/AI 구조  <br>  <br>Data Lake, Data Warehouse, Data Mart, 통합 데이터 모델  <br>  <br>Synapse Analytics (전사 통합·다차원·대규모 분석, BI 데이터 공급)  <br>  <br>확인 효과 (데이터 정합성 확보, 수작업 데이터 수집 제거, 확장 가능한 분석 인프라 확보)  <br>  <br>Azure Data Platform 실제 업무 (전사 데이터 통합, 경영정보, 생산·재고·HR·수익성 분석)",기업 Data Source → Multi-Cloud Infrastructure → Databricks/Snowflake/Microsoft Fabric 등 Data Platform → 데이터 수집·처리·분석 → Data Governance/보안 고려 → 실시간 분석·시각화 → Power BI/Generative BI 또는 Microsoft Azure OpenAI/AI Model → 전사 활용 및 AX  <br>  <br>업무 시스템/원천 데이터 → ADF/SSIS Integration → Data Lake Gen2/Azure SQL/Cosmos DB 저장·통합 → Synapse/Data Warehouse/Data Mart/SSAS/Analysis Service → Power BI/Brain Portal/Azure ML/Azure OpenAI·BXG → Portal/Teams/업무자동화,"Data Lake/Lakehouse/Data Warehouse (Databricks·Snowflake·Fabric 기반 Data Platform Architecture와 밀접하나 구체 구성은 자료에 없음)  <br>Data Pipeline/Orchestration (수집부터 분석까지의 흐름을 자동화·관리하는 계층과 밀접)  <br>Storage Architecture / Storage Layer Design (Data Lake Gen2·Azure SQL·Cosmos DB는 직접 확인되지만, 고객별 구체 저장 아키텍처·배치 구조는 자료에 없음)  <br>Data Observability (전사 Data Platform의 상태·품질 모니터링과 밀접하나 자료에 직접 명시되지 않음)  <br>  <br>Medallion/Lakehouse Layering (Data Lake·Data Warehouse·Data Mart를 계층적으로 운영하는 대표 방식과 밀접하지만 성취 자료에는 구체 패턴이 명시되지 않음)",unresolved,unresolved
XU00017,SRC001,17,19,51f4dc86105a58e68c65edc4a554484dedcbbe782420fcff7378953c568ed2ca,Semantic Modeling / OLAP,"SSAS / SQL Server Analysis Services (넷마블: 게임 KPI 등 다차원 분석)  <br>  <br>Azure Analysis Service (모두투어·한국암웨이 등)  <br>  <br>Semantic Model, OLAP, Measure/KPI, 집계, 다차원 분석  <br>  <br>Data Mart (Synapse 기반 BI용 분석 구조)  <br>  <br>확인 효과 (빠른 다차원 분석, BI 응답속도·분석 편의성 향상)  <br>  <br>실제 분석 업무 (게임 KPI, 판매분석, Transaction 분석)",Raw Data → 정제/통합 → SSAS/Azure Analysis Service 또는 Data Mart → Semantic Model·Measure/KPI·집계 → Power BI/Embedded BI → 사용자 Drill-down·다차원 분석,Star/Snowflake Schema (BI Semantic Model 구성과 밀접하지만 자료에 모델링 방식은 없음)  <br>DAX/MDX (Measure·다차원 Query와 밀접하지만 자료에 사용 언어는 명시되지 않음),unresolved,unresolved
XU00018,SRC001,18,20,475442311c1a710164a5be800880c07c003d73eeabca979e52c718d5dd4fa6f0,Data Governance,Data Governance (실시간 분석과 함께 End-to-End Roadmap에 포함)  <br>  <br>End-to-End Data/AI Roadmap (Data Platform부터 Analytics/AI까지 Governance 포함)  <br>  <br>보안 고려 (Data & AI 구축 경험의 구성 요소)  <br>  <br>데이터 정합성 확보 (Azure Data Platform 도입 성과)  <br>  <br>Brain Portal 권한관리·사용자 등록/미등록 사용자 관리·조직/계층별 접근제어·로그 관리  <br>  <br>Embedded BI 사용자별 권한 제어 (한국암웨이: 본인 실적·하위 조직 실적 범위 통제)  <br>  <br>보고서 등록·수정·사전검토·공유 등 Content Governance,Data Source → Data Platform 수집·저장·처리 → Governance 기준/통제 적용 → 데이터 정합성·권한/접근 통제 → 실시간 Analytics/BI/AI 활용 → 로그·운영관리 → 확장  <br>  <br>데이터 수집·통합 → 정합성 확보 → 사용자/조직·계층 권한 설정 → Report/Content 사전검토·배포 → 사용자별/Embedded BI 접근 → 로그·운영관리 → BI/AI 서비스 신뢰성 유지,Data Catalog (Governance에서 Data Asset을 탐색·관리하는 기능과 밀접하나 제품은 자료에 없음)  <br>Data Lineage (데이터 흐름·변환 이력 추적과 밀접하나 자료에 직접 명시되지 않음)  <br>Metadata Management (Governance 운영에 필요한 핵심 영역)  <br>Data Quality Rules (전사 Data 활용의 신뢰성과 밀접)  <br>Access Policy/RBAC (보안·Governance를 구현하는 대표 통제 방식이나 구체 구현은 자료에 없음)  <br>  <br>Row-Level Security / Hierarchical Authorization (사용자·조직 계층에 따른 보고 범위 통제와 밀접하지만 자료에 구현기술명이 없음)  <br>Content Lifecycle Governance (보고서 등록·수정·사전검토·공유 절차와 밀접),unresolved,unresolved
XU00019,SRC001,19,21,38f1b8ccaa08e13bc08ad644f771188ea18be3a02888a19ad223a609708559e1,Distributed Computing,"Spark 분산처리 (Apache Spark, 분산 환경 최적화, 데이터 처리)  <br>  <br>분산 환경 (Spark, 최적화)  <br>  <br>Cluster (Spark, Computing Resource, 비용)  <br>  <br>Memory Management (Spark, Memory Overflow)  <br>  <br>Memory Overflow (Spark 성능 문제, Cluster 비용)  <br>  <br>Databricks 기반 분산 Data Processing (기존 Spark 처리와 메인페이지의 Databricks Data Platform을 연결)",기존 원본 흐름: 대규모 데이터 → Partition된 분산 처리 → Spark Cluster 실행 → Memory 사용 → 병목 분석 → 분산 구조·Memory 최적화 → 처리 성능 개선  <br>  <br>통합 확장 흐름: 대규모 데이터 → Partition된 분산 처리 → Spark/Databricks Cluster 실행 → Memory·Compute Resource 사용 → 병목 분석 → 분산 구조·Memory 최적화 → Data Platform/Analytics 처리 성능 개선,Partitioning (Spark 분산처리 단위)  <br>Shuffle (Spark 성능 병목의 핵심 요소)  <br>Executor (Spark 연산 및 Memory 사용 단위)  <br>Driver (Spark Application 제어)  <br>Cache/Persist (Spark의 Memory 기반 처리와 직접 연결)  <br>Data Skew (분산처리 성능 저하의 대표 원인),unresolved,unresolved
XU00020,SRC001,20,22,3d648ae691de36cbd1ed0f237a9862f94f2873df59ef580c2f0426e3e03ef93d,Backend Engineering,"Python Backend (FastAPI, asyncio, LLM 연동)  <br>  <br>FastAPI (Python, Backend, 비동기 처리)  <br>  <br>asyncio (Python, FastAPI, 비동기 처리, 응답 속도, Resource 사용량)  <br>  <br>Backend Development (AI 기술, LLM, Cloud)  <br>  <br>Server Development (AI·업무 시스템)  <br>  <br>Azure SQL DB / Cosmos DB 기반 AI·BI Data Backend (정형/비정형 데이터 저장·조회, Query, 실시간/분석 데이터 제공)  <br>  <br>BXG 데이터 분석형 Backend 흐름 (질문 해석 → DB/Table/Column 선택 → Query → 전처리·계산·분석 → 답변/그래프)",사용자/시스템 Request → Backend API → 비동기 처리 → AI/DB/외부 서비스 호출 → 결과 가공 → Response  <br>  <br>AI/BI Request → Backend/Query 계층 → Azure SQL DB/Cosmos DB 또는 기업 DB 조회 → 데이터 전처리·분석 → Azure OpenAI/BXG·Power BI/Portal에 결과 전달,HTTP/HTTPS (FastAPI·OpenAI 등 API 통신 기반)  <br>REST API (Backend와 AI·외부 시스템 연동에 밀접)  <br>JSON (API 데이터 교환에 일반적으로 필요)  <br>ASGI (FastAPI 비동기 실행 구조)  <br>Authentication/API Key (OpenAI·Cloud API 접근에 필요)  <br>  <br>Database Connection Pooling (AI/BI Backend의 반복 Query 처리와 밀접하나 자료에 직접 명시되지 않음),unresolved,unresolved
XU00021,SRC001,21,23,a6bdefe307f661cdbdee243bb546b89601d1b4559e55828726eb9b43900029cb,Async Programming,"asyncio (Python, FastAPI, Backend)  <br>  <br>비동기 프로그래밍 (응답 속도, Resource 사용량)  <br>  <br>Latency (비동기 여부, LLM 서비스)  <br>  <br>Resource Usage (비동기 처리)",Request 수신 → 비동기 Task 생성 → AI/API/I/O 대기 중 다른 작업 처리 → 결과 회수 → Response,Event Loop (asyncio 실행의 핵심 구조)  <br>Coroutine (Python asyncio 비동기 작업 단위)  <br>Concurrency (여러 I/O 작업을 효율적으로 처리해야 함)  <br>Async I/O (API·DB 호출 대기시간 활용),unresolved,unresolved
XU00022,SRC001,22,24,16ab70af2b6f279b6c819a7868fd3a51fa872987d64fd3d9d4c759d35db29cdc,Cloud Engineering,"Azure (배포 자동화, 모델 배포, Serverless, MLOps/CI-CD)  <br>  <br>AWS (배포 자동화, 모델 배포, Serverless)  <br>  <br>Serverless (Azure/AWS, Cloud Infrastructure)  <br>  <br>Cloud Infrastructure (Backend/AI Deployment)  <br>  <br>Multi-Cloud 환경 제공 (Databricks, Snowflake, Microsoft Fabric 등을 활용하는 Data/AI Platform 제공 맥락)  <br>  <br>Microsoft Azure OpenAI (Azure 기반 Generative AI 연계)  <br>  <br>Cloud 기반 Data Platform Infrastructure (데이터 수집·분석·시각화 및 지속 가능한 AX 전환 지원)  <br>  <br>Azure Data Factory·Data Lake Gen2·Synapse Analytics·Azure SQL·Azure Analysis Service 등 Azure Data Platform 구성  <br>  <br>RISE with SAP + Azure (삼성물산: On-Premise ERP → 글로벌 표준 Cloud ERP)  <br>  <br>Azure 보안환경 Private GPT  <br>  <br>Power Platform 및 Azure 기반 서비스 확장",기존 원본 흐름: 개발된 Backend/AI Model → Cloud 환경 구성 → 자동 배포 → Serverless/Server 환경 실행 → 운영  <br>  <br>통합 확장 흐름: 개발된 Backend/AI Model 및 Data/BI 요구 → Azure/AWS/Multi-Cloud 환경 구성 → Databricks·Snowflake·Microsoft Fabric 등 Data Platform 연결 → Microsoft Azure OpenAI/BI/업무 서비스 연계 → 자동 배포·Serverless/Server 환경 실행 → 운영  <br>  <br>On-Premise/Legacy·업무 Data → Azure Data Platform/Cloud ERP로 전환·연결 → Data/AI/BI 서비스 구성 → Power Platform·Portal·Teams 등 사용자/업무 서비스 확장 → 운영효율·확장성 향상,Cloud Compute (Backend·AI 실행 자원)  <br>Cloud Storage (모델·데이터·Artifact 저장)  <br>IAM (Cloud Resource 접근 제어)  <br>Cloud Networking (서비스 간 통신)  <br>Secret Management (API Key·Credential 관리)  <br>Logging/Monitoring (운영 상태 파악)  <br>Cloud Governance (Multi-Cloud 환경의 표준·정책·관리와 밀접하나 구체 체계는 자료에 없음)  <br>  <br>Hybrid Connectivity (On-Premise ERP/Legacy와 Azure Cloud Data Platform을 연결하는 네트워크·통합 방식과 밀접하나 구체 기술은 자료에 없음),unresolved,unresolved
XU00023,SRC001,23,25,28d00293fcdc1669acbe9c991627b3cd23812dd20456020bdf3d8053d855aed6,ERP Cloud Transformation,"RISE with SAP + Azure (삼성물산)  <br>  <br>기존 국내 맞춤형 On-Premise ERP → Cloud 기반 글로벌 표준 ERP  <br>  <br>ERP Cloud Transformation·글로벌 프로세스 표준화  <br>  <br>Power Platform을 결합한 현장업무 프로세스 개선  <br>  <br>Azure 기반 서비스 확장 기반  <br>  <br>확인 효과 (글로벌 프로세스 표준화, IT 운영효율 향상)  <br>  <br>실제 업무 영역 (건설·글로벌 프로젝트 ERP)",국내 맞춤형 On-Premise ERP → RISE with SAP + Azure Cloud ERP → 글로벌 표준 Process → Power Apps/Power Automate 등 현장 업무 디지털화 → Azure Data/AI/BI 서비스 확장 → 운영효율 향상,ERP Fit-to-Standard / Process Harmonization (글로벌 표준화와 밀접하지만 구체 SAP 방법론은 자료에 없음)  <br>ERP Data Migration (On-Premise→Cloud 전환에 필요하지만 상세 방식은 자료에 없음),unresolved,unresolved
XU00024,SRC001,24,26,3050fcf5efe4ca467267a44aaabbb5012cf693c161be6609b77481a56e9edf09,Cloud Operations / Technical Support,장애 대응 등 전담 기술지원  <br>  <br>Azure 및 Cloud 환경 실시간 대응 체계  <br>  <br>운영 리포트 및 비용 최적화 지원  <br>  <br>정기 리포트 제공  <br>  <br>비용 절감 Consulting  <br>  <br>도입 전·후 고객 맞춤형 기술지원  <br>  <br>고객 환경에 맞춘 지속 운영 지원  <br>  <br>RISE with SAP + Azure를 통한 IT 운영효율 향상  <br>  <br>Cloud 중심 Data Integration 사례에서 ADF 기반 정기 데이터 이동·자동화,Cloud/Data/AI 서비스 운영 → 상태/장애 발생 또는 지원 요청 → 전담 기술지원·실시간 대응 → 문제 해결/안정화 → 정기 운영 리포트 → 사용량·비용 분석 → 비용 최적화/절감 Consulting → 고객 맞춤 후속 지원·교육  <br>  <br>Cloud ERP/Data Platform 운영 → 정기 데이터 Integration·서비스 제공 → 운영 효율 확인 → 기존 전담 기술지원·운영 리포트·비용 최적화 체계와 연결,Monitoring/Observability (실시간 대응과 운영 리포트 생성을 위해 밀접하나 구체 도구는 자료에 없음)  <br>Alerting (장애를 즉시 인지하기 위한 체계와 밀접)  <br>Incident Management (장애 대응 절차·담당자 관리와 밀접)  <br>SLA/SLO (전담 기술지원의 서비스 수준을 정의하는 체계와 밀접하나 자료에는 없음)  <br>Root Cause Analysis (장애 재발 방지와 밀접하나 구체 프로세스는 자료에 없음)  <br>FinOps (Cloud 비용 최적화·절감 Consulting과 밀접하나 용어는 직접 명시되지 않음)  <br>  <br>ERP/Application Operations (Cloud ERP 운영과 밀접하지만 운영 조직·도구는 자료에 명시되지 않음),unresolved,unresolved
XU00025,SRC001,25,27,a65c32935cba527f1fc271c831c0a2f00e9e9a8ddd5826b1999f013b5044ea57,MLOps,"MLOps (AI 모델 개발·배포, Azure/AWS)  <br>  <br>MLflow (Model Optimization, Deployment Strategy)  <br>  <br>Model Optimization (MLflow)  <br>  <br>Model Deployment (MLflow, AI Model)  <br>  <br>AI Model Serving (향후 교육 영역으로 명시)",Model 개발 → 실험·최적화 → MLflow 관리 → 최적 Model 선정 → Deployment → Serving/운영,Experiment Tracking (MLflow의 모델 실험 관리와 직접 연결)  <br>Model Registry (모델 버전·배포 관리)  <br>Model Artifact (학습 결과 저장)  <br>Model Versioning (최적화·배포 이력 관리)  <br>Model Monitoring (배포 이후 모델 성능 확인),unresolved,unresolved
XU00026,SRC001,26,28,3fd0d510d7ed9e709d67af2e04ab64697ba85ac3d77efd8fc6bcefc18bcef0d8,DevOps / CI/CD,"Azure DevOps Pipeline (코드 리뷰, 병렬 개발, 배포 자동화)  <br>  <br>CI/CD Pipeline (배포 자동화, Cloud)  <br>  <br>Code Review (Azure DevOps Pipeline, 협업)  <br>  <br>Branch 기반 개발 (실험 기능 테스트, 병렬 개발)  <br>  <br>별도 Experimental Branch (신규·실험 기능 검증)",개발 → Branch 분리 → 실험 기능 구현 → Code Review → Branch 통합 → CI/CD Pipeline → Cloud 배포,Git (Branch·Code Review·Parallel Development를 수행하는 대표 Version Control)  <br>Pull/Merge Request (Code Review 후 Branch 병합에 필요)  <br>Repository (공동 Code Base 관리)  <br>Versioning (운영/실험 버전 분리),unresolved,unresolved
XU00027,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,Workflow Automation,"Power Automate (Power Platform, Workflow)  <br>  <br>업무 자동화 (메뉴 수집, 휴가, 주간 업무 요약, 생일 알림)  <br>  <br>Workflow (Teams 자동 전달)  <br>  <br>Scheduled Automation (매일 오전 9시 등 정기 작업)  <br>  <br>AI 업무 요약 (LLM, Teams)  <br>  <br>자동 알림 (휴가, 생일, Teams)  <br>  <br>Power Platform 기반 반복 업무 자동화 (Low-Code, 앱 개발과 결합, 현업 중심 빠른 구현)  <br>  <br>Power Automate (승인 프로세스, 반복업무, Workflow 자동화)  <br>  <br>대덕전자 Power Platform 적용: 보고 → 분석 → 승인 사이 반복업무 자동화  <br>  <br>Power BI의 분석 자동화와 구별되는 '업무행위 자체의 자동화'  <br>  <br>Power Apps와 결합한 현장/일일보고/승인 프로세스",기존 원본 흐름: Data/업무 Event → 자동 Trigger → 데이터 수집 → 필요한 변환/AI 처리 → Workflow → Teams/사용자에게 결과 전달  <br>  <br>통합 확장 흐름: 현업 업무 요구/Data·업무 Event → Power Platform/Power Automate Trigger → 데이터 수집 → 필요한 변환/AI 처리 → Workflow 및 Low-code App 연계 → Teams/사용자에게 결과 전달 → 반복 업무 자동화 및 AX 적용 확대  <br>  <br>보고/현장 Event → Power Apps 입력 또는 업무 Data → Power Automate Trigger → 반복 처리·승인 Workflow → 결과/상태 전달 → 필요 시 Power BI 분석·Portal/Teams 통지 → 현업 업무 완료,Trigger (자동화 시작 조건 필요)  <br>Action (Workflow 단계별 실행 작업)  <br>Condition (상황에 따른 분기)  <br>Scheduler (정기 자동화 실행)  <br>Connector (DB·Teams·외부 서비스 연결)  <br>Webhook (이벤트 기반 통합에 사용 가능하나 실제 사용 여부는 불명)  <br>  <br>Approval State Machine (승인 단계·상태 전이를 관리하는 구조와 밀접하지만 구체 구현은 자료에 없음),unresolved,unresolved
XU00028,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,Enterprise Integration,"Microsoft Teams (업무 자동화, AI Chatbot, Notification)  <br>  <br>사내 DB (휴가 데이터, Teams 연동)  <br>  <br>Teams AI Chatbot (OpenAI LLM, 사내 문서 Q\&A, 주식 분석)  <br>  <br>Teams Integration (휴가, 메뉴, 업무 요약, 생일)  <br>  <br>OpenAI LLM 연동 (Teams Chatbot)  <br>  <br>Data & AI 통합 연계 (데이터와 AI를 하나의 흐름으로 연결, AI를 위한 데이터 환경까지 통합 설계)  <br>  <br>Data Platform ↔ Microsoft Azure OpenAI ↔ BI/Power Platform 연계 (기업 업무 환경의 End-to-End 통합)  <br>  <br>Enterprise Source Integration (ERP·MES·CRM·POS·SAP·HR·Excel·Legacy DB·문서)  <br>  <br>Azure Data Factory/SSIS를 통한 시스템 간 데이터 수집·이동  <br>  <br>Power BI/Brain Portal/Embedded BI/Teams/Power BI Mobile 사용자 접점 통합  <br>  <br>RISE with SAP + Azure + Power Platform 연계 (ERP Cloud 전환 후 현장업무 개선)  <br>  <br>Brain Portal 데이터 문의 채널 통합",기존 원본 흐름: 사내/외부 Data Source → Backend/Automation → 필요 시 AI 처리 → Teams Interface → 직원 사용  <br>  <br>통합 확장 흐름: 사내/외부 Data Source → Data Platform/사내 DB → Backend/Automation → 필요 시 AI·Microsoft Azure OpenAI 처리 → Power BI/Generative BI·Power Platform·Teams Interface → 현업 사용자/의사결정  <br>  <br>업무 시스템/DB/문서 → ADF/SSIS Integration → Data Platform → BI/AI → Brain Portal·Embedded BI·Teams·Mobile → Power Apps/Power Automate 업무 실행 → 조직/외부사용자 활용,Database Query (사내 DB 데이터 추출에 필요)  <br>API Integration (DB·Backend·AI·Teams 연결에 밀접)  <br>Notification Service (자동 공지·알림 구현)  <br>Data Transformation (DB 데이터를 사용자 메시지로 변환)  <br>Integration Architecture (Data·AI·BI·Low-code를 End-to-End로 연결하기 위한 통합 설계와 밀접)  <br>  <br>Enterprise Service Bus/iPaaS (다수 업무 시스템과 Cloud/Portal/App을 통합하는 구조와 밀접하지만 자료에 특정 제품은 없음),unresolved,unresolved
